r,g,b,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20
151,206,193,1.64202e-08,1.13782e-09,1.60051e-09,5.83645e-09,2.64256e-10,9.59056e-10,5.82184e-09,1.62855e-09,1.02177e-09,2.05723e-07,7.58472e-09,3.95759e-09,6.75355e-10,1.30665e-09,1.12816e-07,6.38595e-10,1.98091e-09,3.8784e-10,5.47525e-09,2.19028e-10
7,142,67,1.833e-10,5.05461e-10,1.85395e-09,1.0522e-09,2.19861e-09,7.55011e-10,3.41974e-10,3.6822e-08,7.85976e-10,2.63996e-10,4.51788e-09,8.29138e-10,1.5633e-10,4.70136e-10,5.22437e-10,9.06584e-07,2.83313e-08,2.67067e-09,2.36931e-10,2.88387e-10
142,80,24,3.2465e-10,2.0341e-09,4.90716e-10,6.69383e-10,1.98369e-08,1.43973e-09,1.60872e-09,9.27501e-10,4.82393e-08,2.53191e-10,6.60796e-09,1.70381e-10,3.91311e-10,2.7061e-09,6.79469e-10,3.85897e-09,1.30424e-09,8.55746e-10,5.7877e-10,1.42847e-08
44,173,116,4.92275e-10,8.62965e-10,4.70941e-09,3.59161e-09,1.09018e-09,1.17133e-09,8.0214e-10,2.32157e-07,1.08302e-09,9.24589e-10,2.23493e-08,3.81035e-09,2.63387e-10,7.91555e-10,1.99963e-09,2.84273e-08,2.27326e-07,2.0338e-09,5.75843e-10,2.70518e-10
245,227,161,2.05856e-08,2.58187e-09,2.59472e-10,6.58768e-10,1.47313e-10,3.25684e-10,3.21316e-08,2.83491e-10,8.98731e-10,1.54458e-08,1.82803e-09,4.04416e-10,4.06622e-10,7.36812e-10,5.3328e-08,2.32623e-10,4.94094e-10,1.20578e-10,3.31537e-09,2.59833e-10
48,155,77,3.45565e-10,1.1569e-09,2.27847e-09,1.83338e-09,2.36525e-09,1.1049e-09,7.75182e-10,4.23011e-08,1.65213e-09,5.17319e-10,2.55593e-08,1.1862e-09,2.30818e-10,8.30278e-10,1.30403e-09,5.5754e-07,1.60075e-07,2.10548e-09,4.36387e-10,4.28956e-10
66,44,18,1.39302e-10,4.32986e-10,6.28391e-10,5.36252e-10,4.76222e-07,1.29089e-09,3.57576e-10,1.37975e-09,2.93555e-09,1.26929e-10,1.90546e-09,1.54745e-10,2.37123e-10,1.0316e-09,2.50537e-10,7.98516e-09,1.08666e-09,2.47309e-09,2.43726e-10,1.95002e-09
144,142,157,6.63214e-09,1.55909e-09,3.94015e-09,2.29822e-08,1.01093e-09,5.41837e-09,1.16309e-08,3.67978e-09,6.62254e-09,5.90354e-09,7.68087e-08,1.5505e-09,1.77335e-09,9.4528e-09,1.50902e-08,1.67648e-09,2.95476e-09,1.20521e-09,1.24289e-08,6.87298e-10
203,14,200,1.42062e-09,2.00416e-10,8.71463e-10,2.49159e-09,6.55017e-10,1.44299e-08,1.17664e-09,3.27e-10,2.6251e-09,4.55028e-10,7.68558e-10,1.70092e-10,8.21135e-07,6.83981e-08,4.47833e-10,2.1501e-10,1.84122e-10,7.01949e-10,1.10253e-08,8.79621e-10
202,125,119,5.30082e-09,3.6013e-09,7.87019e-10,2.44482e-09,1.07052e-09,2.61105e-09,1.72971e-07,8.17338e-10,5.10329e-08,2.09119e-09,1.78077e-08,3.71425e-10,1.76837e-09,1.63885e-08,7.72559e-09,8.63471e-10,1.03786e-09,5.06396e-10,1.21026e-08,2.40662e-09
84,43,27,1.73625e-10,5.21571e-10,6.94093e-10,6.55068e-10,1.99102e-06,1.80386e-09,4.79392e-10,1.3592e-09,5.38822e-09,1.49633e-10,2.50741e-09,1.61997e-10,3.12616e-10,1.59509e-09,3.0298e-10,6.44085e-09,1.07479e-09,2.52236e-09,3.21526e-10,3.20922e-09
213,211,1,3.88466e-10,1.11585e-06,1.32523e-10,2.07912e-10,3.39415e-10,1.8911e-10,3.25034e-09,2.61721e-10,1.65841e-09,3.91523e-10,2.1697e-09,1.38735e-10,1.2353e-10,3.79727e-10,1.78528e-09,6.34495e-10,8.7979e-10,1.14375e-10,3.32177e-10,8.37235e-10
190,62,131,2.02528e-09,8.3344e-10,1.09822e-09,3.28609e-09,2.32486e-09,1.39075e-08,6.75651e-09,7.41481e-10,9.73135e-08,7.6761e-10,4.99812e-09,2.54229e-10,6.77264e-09,1.38051e-06,1.38403e-09,6.98491e-10,5.53313e-10,1.00067e-09,1.10275e-08,4.49881e-09
19,225,102,2.71261e-10,6.79583e-10,1.2378e-09,9.49253e-10,4.06718e-10,3.57588e-10,4.10376e-10,1.6057e-08,4.03097e-10,6.1068e-10,4.13373e-09,3.73781e-09,1.17816e-10,2.77927e-10,1.24779e-09,9.25075e-09,3.60331e-07,6.23588e-10,2.49088e-10,1.37006e-10
28,202,101,3.25334e-10,8.07577e-10,1.89599e-09,1.42837e-09,6.40732e-10,5.42363e-10,5.31374e-10,4.1868e-08,6.07123e-10,6.72406e-10,8.08755e-09,3.37119e-09,1.5503e-10,4.06082e-10,1.46866e-09,2.19902e-08,1.72352e-06,9.84469e-10,3.25783e-10,1.86741e-10
47,91,121,4.04346e-10,4.35065e-10,1.63684e-08,7.77244e-09,6.30037e-09,7.48503e-09,6.45044e-10,6.19258e-08,2.28152e-09,4.56652e-10,9.40572e-09,1.02037e-09,5.86953e-10,2.39428e-09,7.54839e-10,1.54882e-08,4.86614e-09,3.38844e-08,7.47324e-10,5.31407e-10
9,62,121,2.01079e-10,2.08921e-10,1.05234e-08,2.95975e-09,5.34446e-09,4.10624e-09,2.786e-10,1.98586e-08,9.286e-10,2.21893e-10,2.04246e-09,6.07103e-10,3.81085e-10,1.09639e-09,3.1286e-10,6.85817e-09,1.83301e-09,2.86545e-07,3.60591e-10,3.34448e-10
28,93,137,3.4765e-10,3.09419e-10,3.58375e-08,8.49663e-09,3.27888e-09,5.6667e-09,4.59724e-10,1.3446e-07,1.25415e-09,4.22259e-10,4.99772e-09,1.3352e-09,5.05372e-10,1.57291e-09,6.06914e-10,9.4748e-09,4.01341e-09,5.70284e-08,6.08441e-10,3.43162e-10
104,91,166,1.56569e-09,5.14841e-10,2.64119e-08,1.52333e-07,2.33241e-09,6.47452e-08,1.82694e-09,8.05214e-09,4.7067e-09,1.29706e-09,1.35197e-08,1.23209e-09,2.80126e-09,1.67079e-08,1.7606e-09,2.14895e-09,1.92579e-09,7.39784e-09,4.69141e-09,6.6417e-10
210,18,189,1.52644e-09,2.33357e-10,7.75819e-10,2.214e-09,7.15654e-10,1.2146e-08,1.47311e-09,3.22359e-10,3.56269e-09,4.69005e-10,8.60002e-10,1.63717e-10,2.57107e-07,1.0699e-07,4.93991e-10,2.26801e-10,1.93194e-10,6.46982e-10,1.21795e-08,1.15848e-09
32,134,223,6.31014e-10,1.87239e-10,3.53572e-07,3.8884e-08,4.27157e-10,2.49682e-09,3.90063e-10,1.7912e-08,4.38142e-10,1.05929e-09,1.85051e-09,1.14985e-08,5.75283e-10,8.62442e-10,8.00828e-10,1.04759e-09,1.62465e-09,3.79277e-09,8.77183e-10,1.31905e-10
165,92,166,5.28783e-09,7.80651e-10,3.13608e-09,1.9977e-08,1.37893e-09,2.55125e-08,7.67812e-09,1.55267e-09,1.36351e-08,2.07466e-09,1.02171e-08,6.05625e-10,8.48688e-09,1.75181e-07,3.08359e-09,8.70329e-10,9.18356e-10,1.45632e-09,4.20501e-08,1.19811e-09
146,202,21,4.31853e-10,9.59225e-08,2.96548e-10,4.26153e-10,7.30669e-10,3.36982e-10,2.69827e-09,8.74789e-10,2.45063e-09,5.53316e-10,1.15485e-08,3.08517e-10,1.53467e-10,5.48764e-10,2.92854e-09,3.31211e-09,5.65574e-09,2.52981e-10,4.05085e-10,7.68094e-10
251,25,0,1.92187e-10,6.18357e-10,1.13588e-10,1.73284e-10,1.15373e-09,4.11688e-10,8.2132e-10,1.28805e-10,5.86066e-09,1.08751e-10,5.146e-10,4.9377e-11,3.12936e-10,1.17295e-09,2.19354e-10,2.50887e-10,1.56229e-10,1.65354e-10,3.46025e-10,3.37924e-07
184,216,133,7.25163e-09,7.95962e-09,5.85941e-10,1.49477e-09,3.16093e-10,5.981e-10,3.89415e-08,9.12126e-10,1.97174e-09,1.48401e-08,1.46043e-08,9.56565e-10,4.27202e-10,1.18612e-09,6.27036e-06,7.71205e-10,2.30098e-09,2.53353e-10,2.95358e-09,3.87001e-10
151,110,15,3.5612e-10,5.06748e-09,3.93187e-10,5.58789e-10,5.86175e-09,8.86022e-10,2.23811e-09,8.46665e-10,2.78352e-08,2.98114e-10,8.95795e-09,1.811e-10,2.98729e-10,1.74571e-09,9.55403e-10,3.93269e-09,1.73366e-09,5.47503e-10,5.4251e-10,7.92996e-09
195,220,226,9.509e-08,6.54644e-10,6.20351e-10,1.9831e-09,1.36042e-10,5.03535e-10,4.43656e-09,4.9098e-10,5.43613e-10,1.08038e-05,1.65877e-09,1.4274e-09,6.30218e-10,7.94307e-10,2.85546e-08,2.39134e-10,5.68124e-10,1.84503e-10,6.29724e-09,1.48947e-10
150,154,144,6.32187e-09,2.53615e-09,2.50079e-09,1.03846e-08,9.51154e-10,3.28455e-09,1.94438e-08,3.14622e-09,7.39101e-09,6.3234e-09,1.65193e-07,1.38886e-09,1.25026e-09,6.50009e-09,2.86002e-08,1.84135e-09,3.68843e-09,9.08412e-10,8.75907e-09,7.40504e-10
105,201,21,3.13972e-10,1.13291e-08,3.88654e-10,4.739e-10,9.02701e-10,3.50864e-10,1.28733e-09,1.6265e-09,1.6325e-09,4.52193e-10,1.23545e-08,4.10138e-10,1.3335e-10,4.57139e-10,1.89058e-09,1.07569e-08,2.02573e-08,3.487e-10,3.10497e-10,5.42202e-10
218,103,45,7.46621e-10,5.43083e-09,2.86119e-10,5.41021e-10,1.66141e-09,9.25621e-10,9.93006e-09,3.86985e-10,1.23863e-07,4.22089e-10,4.34698e-09,1.40231e-10,5.61031e-10,3.708e-09,1.33601e-09,7.83778e-10,6.13868e-10,3.07217e-10,1.26639e-09,2.08364e-08
46,145,143,6.21263e-10,5.63569e-10,2.17016e-08,1.22516e-08,1.35876e-09,2.71319e-09,8.08622e-10,1.33824e-06,1.26794e-09,1.02839e-09,1.70316e-08,4.52185e-09,4.39886e-10,1.32839e-09,1.68721e-09,1.14273e-08,1.9648e-08,5.10228e-09,8.53931e-10,2.94473e-10
1,6,180,1.5171e-10,8.70077e-11,9.3369e-09,2.35425e-09,1.44474e-09,5.156e-09,1.51353e-10,2.26117e-09,4.13245e-10,1.44644e-10,5.32629e-10,3.46084e-10,5.35963e-10,8.60792e-10,1.53746e-10,7.47883e-10,3.82873e-10,3.31797e-07,3.05336e-10,1.93814e-10
159,161,178,2.13187e-08,1.34997e-09,2.57905e-09,1.57099e-08,5.23698e-10,2.81073e-09,1.46808e-08,2.06153e-09,3.09979e-09,2.0795e-08,2.02483e-08,1.82963e-09,1.66771e-09,5.08473e-09,3.67272e-08,8.92614e-10,1.89114e-09,6.85599e-10,2.17464e-08,4.47177e-10
83,114,247,1.59598e-09,1.92117e-10,7.08135e-08,5.31062e-07,3.88052e-10,5.85125e-09,6.30211e-10,3.44373e-09,6.07173e-10,1.89133e-09,1.70515e-09,3.71833e-09,1.89313e-09,1.97824e-09,1.04717e-09,5.38908e-10,7.63474e-10,2.30725e-09,2.97218e-09,1.6605e-10
149,197,22,4.53133e-10,1.05935e-07,3.04413e-10,4.44429e-10,7.91476e-10,3.60596e-10,3.02324e-09,8.75075e-10,2.87662e-09,5.61501e-10,1.27512e-08,3.02297e-10,1.6358e-10,6.03421e-10,2.99431e-09,3.29598e-09,5.23893e-09,2.62543e-10,4.33815e-10,8.6794e-10
161,97,235,9.19626e-09,2.9106e-10,4.06086e-09,4.66951e-08,4.17602e-10,1.03149e-08,2.08334e-09,9.59999e-10,1.4802e-09,3.19538e-09,1.97941e-09,8.50286e-10,1.78569e-08,1.11081e-08,1.77708e-09,3.48903e-10,4.4944e-10,9.39247e-10,8.25352e-08,3.28023e-10
56,189,224,1.13466e-09,2.78993e-10,1.18823e-08,1.37808e-08,2.57956e-10,1.03738e-09,5.78739e-10,8.47557e-09,3.89744e-10,3.50968e-09,2.42306e-09,1.92042e-07,4.06352e-10,6.15292e-10,2.06126e-09,8.57247e-10,2.47223e-09,9.69913e-10,1.02226e-09,1.12177e-10
6,124,221,3.7636e-10,1.43448e-10,2.54049e-07,1.33079e-08,4.17934e-10,1.9029e-09,2.60244e-10,1.85997e-08,3.33826e-10,5.92678e-10,1.21343e-09,6.83896e-09,4.15472e-10,6.10919e-10,4.86532e-10,1.03195e-09,1.33943e-09,5.22878e-09,5.28865e-10,1.12508e-10
92,157,78,6.38771e-10,3.16099e-09,1.78044e-09,2.2937e-09,2.52905e-09,1.44512e-09,2.1477e-09,1.1186e-08,4.51236e-09,8.79654e-10,4.13762e-07,9.93911e-10,3.36973e-10,1.55099e-09,3.2332e-09,4.4366e-08,5.81723e-08,1.38189e-09,8.10715e-10,7.73417e-10
133,166,200,1.10494e-08,7.47586e-10,5.17453e-09,4.11612e-08,4.2673e-10,2.71121e-09,4.11732e-09,3.18011e-09,1.5087e-09,2.31761e-08,1.06201e-08,4.4123e-09,1.38299e-09,2.93019e-09,1.53701e-08,8.62689e-10,2.03053e-09,8.41457e-10,1.03827e-08,2.80341e-10
39,78,183,4.67696e-10,2.08648e-10,1.01045e-06,3.73932e-08,1.56573e-09,1.45347e-08,4.33974e-10,2.14536e-08,9.56669e-10,5.17646e-10,2.60847e-09,1.55253e-09,9.66394e-10,2.17185e-09,5.56389e-10,2.01223e-09,1.47003e-09,6.75786e-08,9.47387e-10,2.72054e-10
134,221,22,3.80465e-10,5.03594e-08,2.81086e-10,3.84491e-10,5.44162e-10,2.73398e-10,1.88162e-09,9.07918e-10,1.44996e-09,5.5527e-10,8.50563e-09,3.53006e-10,1.2616e-10,4.06209e-10,2.86294e-09,3.2785e-09,7.90025e-09,2.26082e-10,3.31459e-10,4.94688e-10
168,149,195,4.14862e-08,8.95554e-10,2.55938e-09,1.98206e-08,4.56229e-10,3.43508e-09,1.13463e-08,1.4757e-09,2.64332e-09,1.94924e-08,8.83861e-09,1.46842e-09,2.76639e-09,6.63842e-09,1.64143e-08,6.18859e-10,1.12918e-09,6.53962e-10,6.51807e-08,4.16601e-10
76,167,97,6.64306e-10,1.94823e-09,2.78457e-09,3.22331e-09,1.67105e-09,1.41406e-09,1.61314e-09,3.04287e-08,2.4508e-09,1.08734e-09,1.81455e-07,1.83717e-09,3.24017e-10,1.2548e-09,3.45578e-09,3.88823e-08,1.83382e-07,1.60343e-09,7.90524e-10,4.82966e-10
111,206,122,1.62895e-09,3.51822e-09,1.61448e-09,2.972e-09,5.83933e-10,8.74565e-10,3.76175e-09,5.95845e-09,1.72853e-09,4.23027e-09,1.09276e-07,3.02262e-09,3.33274e-10,1.04513e-09,2.84172e-08,3.87594e-09,3.48559e-08,6.09104e-10,1.28047e-09,3.38823e-10
128,56,181,1.54545e-09,3.37686e-10,9.25964e-09,4.69704e-08,1.97895e-09,1.53042e-06,1.51627e-09,2.08786e-09,4.78757e-09,8.62821e-10,3.8238e-09,5.72219e-10,1.15229e-08,8.40387e-08,9.75956e-10,8.64403e-10,6.96509e-10,5.00269e-09,7.83044e-09,8.18348e-10
217,196,26,6.48182e-10,1.91715e-06,1.76419e-10,3.03494e-10,4.26396e-10,2.76235e-10,8.69276e-09,3.26239e-10,3.14018e-09,5.92092e-10,3.75128e-09,1.71377e-10,1.84387e-10,6.27821e-10,3.18576e-09,7.08757e-10,1.00212e-09,1.44853e-10,5.63392e-10,1.14919e-09
255,134,49,9.49854e-10,9.43977e-09,1.83269e-10,3.60457e-10,5.70603e-10,4.6891e-10,2.05439e-08,2.38405e-10,1.2164e-08,5.01307e-10,2.30874e-09,1.20397e-10,4.09966e-10,1.69907e-09,1.71658e-09,4.087e-10,4.23166e-10,1.64429e-10,1.19185e-09,4.6331e-09
33,5,187,2.19486e-10,1.03979e-10,1.29143e-08,4.29614e-09,1.73699e-09,1.68068e-08,2.11805e-10,2.07756e-09,6.20622e-10,1.8963e-10,6.92883e-10,3.61941e-10,1.05913e-09,1.7053e-09,1.97757e-10,7.02158e-10,3.86534e-10,1.86004e-07,5.06544e-10,2.63438e-10
232,187,13,5.13232e-10,2.19019e-07,1.41475e-10,2.38559e-10,3.97878e-10,2.39684e-10,6.18202e-09,2.45449e-10,2.9269e-09,4.27302e-10,2.29029e-09,1.28284e-10,1.69565e-10,5.62789e-10,1.8815e-09,5.37981e-10,6.6603e-10,1.23888e-10,4.72571e-10,1.39475e-09
35,232,230,6.07382e-10,2.14987e-10,2.78791e-09,2.56476e-09,1.47159e-10,3.98137e-10,3.35033e-10,3.6985e-09,2.05457e-10,2.25377e-09,1.12992e-09,0.0124129,1.90646e-10,2.69842e-10,1.3327e-09,5.71424e-10,1.97708e-09,4.47881e-10,4.4979e-10,6.94652e-11
137,43,23,2.36241e-10,8.50344e-10,4.5153e-10,5.67338e-10,7.78521e-08,1.71723e-09,8.8422e-10,6.94469e-10,2.56522e-08,1.73244e-10,2.68967e-09,1.2782e-10,4.23965e-10,2.82976e-09,3.83228e-10,2.292e-09,7.11378e-10,1.04545e-09,4.66309e-10,2.5801e-08
67,75,249,7.64292e-10,1.33385e-10,1.21583e-07,9.73211e-08,4.69389e-10,1.06554e-08,3.88193e-10,2.63407e-09,5.31317e-10,7.35569e-10,1.03242e-09,1.51179e-09,2.19733e-09,1.97902e-09,4.98454e-10,4.71034e-10,5.0263e-10,4.85548e-09,1.71425e-09,1.66513e-10
210,247,116,3.42421e-09,1.32991e-08,2.70344e-10,5.72586e-10,1.91119e-10,2.8425e-10,1.81382e-08,4.27388e-10,1.03019e-09,6.25015e-09,3.87295e-09,5.04938e-10,2.37477e-10,5.56306e-10,1.47216e-07,4.41319e-10,1.20478e-09,1.3663e-10,1.27248e-09,2.85533e-10
99,160,143,1.88166e-09,1.40892e-09,6.84581e-09,1.65528e-08,1.12689e-09,3.01672e-09,3.09795e-09,2.0377e-08,2.9122e-09,3.25356e-09,2.02442e-07,3.56136e-09,6.94144e-10,2.68197e-09,8.59721e-09,5.13878e-09,1.53639e-08,1.78936e-09,2.37892e-09,4.49496e-10
244,127,183,6.2702e-08,8.7028e-10,5.1986e-10,1.91333e-09,3.12383e-10,1.52014e-09,3.88933e-08,3.45272e-10,3.30017e-09,3.95439e-09,2.06794e-09,3.02793e-10,4.12585e-09,7.55281e-09,4.67044e-09,2.50112e-10,3.42651e-10,2.57401e-10,2.36704e-07,6.6611e-10
118,255,160,1.96053e-09,1.5325e-09,8.66578e-10,1.57889e-09,2.04795e-10,3.89052e-10,1.96966e-09,1.89241e-09,5.40345e-10,1.3882e-08,5.79325e-09,6.24411e-09,2.2164e-10,4.51236e-10,4.21461e-08,9.07595e-10,5.73591e-09,2.70649e-10,9.22911e-10,1.46934e-10
96,164,48,4.35959e-10,5.05164e-09,8.75485e-10,1.06572e-09,2.34648e-09,8.27893e-10,1.72843e-09,4.54682e-09,3.82964e-09,5.76037e-10,7.07416e-08,5.89276e-10,2.31356e-10,9.93372e-10,2.21185e-09,4.7574e-08,3.8411e-08,8.37088e-10,5.20497e-10,8.55412e-10
126,2,164,5.37297e-10,2.03447e-10,2.91663e-09,4.87325e-09,3.46321e-09,8.95877e-07,6.57542e-10,9.34611e-10,3.63081e-09,3.02847e-10,1.32368e-09,2.35973e-10,8.6523e-09,4.09244e-08,3.61572e-10,5.84287e-10,3.49274e-10,5.80867e-09,2.10936e-09,1.14495e-09
16,128,150,3.68331e-10,3.11368e-10,4.01627e-08,8.15722e-09,1.28629e-09,2.42745e-09,4.25938e-10,6.55504e-06,7.62463e-10,5.62491e-10,4.7893e-09,3.4572e-09,3.59125e-10,9.08489e-10,7.62207e-10,8.31943e-09,7.67818e-09,1.11851e-08,5.31489e-10,2.21316e-10
49,143,38,2.23428e-10,1.23484e-09,1.00751e-09,8.44044e-10,3.81365e-09,7.55494e-10,5.93521e-10,8.08515e-09,1.72192e-09,2.92334e-10,1.04429e-08,5.07257e-10,1.72741e-10,6.41687e-10,7.50308e-10,7.61974e-06,2.93309e-08,1.45252e-09,2.90297e-10,5.79991e-10
111,23,126,4.81896e-10,3.29191e-10,3.2804e-09,4.49176e-09,1.65072e-08,1.44508e-07,8.45673e-10,1.78878e-09,8.78946e-09,3.17111e-10,2.96516e-09,2.80015e-10,2.61579e-09,2.81855e-08,4.73306e-10,1.47738e-09,6.69151e-10,1.07121e-08,1.5191e-09,2.0236e-09
221,45,214,3.62462e-09,2.40837e-10,7.74082e-10,2.72094e-09,4.19651e-10,6.33595e-09,1.98267e-09,3.06282e-10,2.21768e-09,8.03266e-10,8.46702e-10,2.03733e-10,5.78318e-07,3.3913e-08,6.96409e-10,1.91453e-10,1.9196e-10,4.66153e-10,5.40481e-08,6.57793e-10
96,126,218,2.60692e-09,3.29366e-10,5.44086e-08,6.9719e-06,5.61275e-10,7.86958e-09,1.20907e-09,6.01279e-09,1.102e-09,3.27226e-09,4.47461e-09,4.42815e-09,1.9831e-09,3.33218e-09,2.2053e-09,8.99979e-10,1.41789e-09,2.47805e-09,4.97335e-09,2.42502e-10
59,9,150,2.71147e-10,1.64381e-10,7.60945e-09,4.37331e-09,6.40029e-09,5.04006e-08,3.37043e-10,2.46766e-09,1.52448e-09,2.16914e-10,1.28273e-09,3.1945e-10,1.34503e-09,3.97404e-09,2.68039e-10,1.23981e-09,5.45423e-10,1.85465e-07,6.87937e-10,5.77702e-10
29,94,4,1.14298e-10,4.9251e-10,5.65295e-10,4.21214e-10,1.02633e-08,5.82897e-10,2.7631e-10,2.32725e-09,1.14059e-09,1.27454e-10,2.00135e-09,2.08477e-10,1.30972e-10,4.51382e-10,2.65673e-10,6.22142e-08,2.79789e-09,1.53849e-09,1.64832e-10,6.55137e-10
218,60,106,1.4181e-09,1.04304e-09,5.14145e-10,1.24356e-09,1.82165e-09,3.82878e-09,7.86024e-09,4.24627e-10,1.89324e-07,5.32833e-10,2.99557e-09,1.6221e-10,3.14639e-09,6.44745e-08,1.07619e-09,5.12125e-10,3.99911e-10,5.26152e-10,5.20421e-09,1.21576e-08
7,91,243,3.20384e-10,1.01441e-10,2.09766e-07,1.16256e-08,3.78343e-10,2.48445e-09,2.03853e-10,5.22275e-09,2.85436e-10,4.1485e-10,7.16135e-10,2.43151e-09,5.43008e-10,6.38641e-10,3.15633e-10,5.84889e-10,6.18995e-10,6.55442e-09,5.14025e-10,1.04525e-10
46,179,184,8.40346e-10,4.08678e-10,1.75285e-08,1.33142e-08,4.58526e-10,1.36351e-09,6.80746e-10,5.83595e-08,5.95228e-10,2.09739e-09,5.85069e-09,4.25727e-08,3.75099e-10,7.67817e-10,2.23554e-09,2.40882e-09,8.5409e-09,1.73209e-09,8.78836e-10,1.57916e-10
86,12,16,1.26836e-10,3.27922e-10,4.62174e-10,4.30756e-10,1.78555e-06,1.37062e-09,3.2135e-10,7.22855e-10,3.26387e-09,1.03631e-10,1.14403e-09,1.08684e-10,2.74945e-10,1.20833e-09,1.92241e-10,2.44729e-09,5.41216e-10,1.85516e-09,2.39776e-10,3.70902e-09
133,194,111,2.09888e-09,7.08386e-09,1.26652e-09,2.67441e-09,7.27107e-10,1.02002e-09,8.62189e-09,3.57869e-09,3.2677e-09,3.98666e-09,3.79542e-07,1.55924e-09,4.07723e-10,1.53064e-09,4.49569e-08,3.4475e-09,1.58274e-08,5.70735e-10,1.75696e-09,5.18531e-10
194,160,156,3.02931e-08,2.61274e-09,1.03628e-09,4.18101e-09,5.08614e-10,1.85385e-09,1.61522e-07,9.82477e-10,5.65794e-09,1.16053e-08,1.58711e-08,7.58212e-10,1.55779e-09,5.89835e-09,5.21686e-08,6.84144e-10,1.24634e-09,4.2653e-10,2.72131e-08,6.97698e-10
173,96,35,5.12504e-10,4.20797e-09,4.28348e-10,7.02583e-10,5.49273e-09,1.32117e-09,3.98165e-09,7.16508e-10,2.01859e-07,3.59735e-10,8.78467e-09,1.75877e-10,4.8282e-10,3.68425e-09,1.11617e-09,2.10816e-09,1.14854e-09,5.63218e-10,8.98879e-10,2.00959e-08
103,92,17,2.40906e-10,1.57336e-09,5.95308e-10,6.61613e-10,2.77003e-08,1.15728e-09,9.17823e-10,1.6177e-09,9.32243e-09,2.24481e-10,7.18345e-09,2.09684e-10,2.66507e-10,1.43106e-09,5.84794e-10,1.49781e-08,2.50384e-09,1.18766e-09,3.87197e-10,3.55419e-09
13,105,153,3.23767e-10,2.50797e-10,6.74844e-08,8.63022e-09,1.65733e-09,3.54318e-09,3.68337e-10,3.26694e-07,7.7768e-10,4.36536e-10,3.37705e-09,2.08703e-09,4.16578e-10,1.04385e-09,5.61908e-10,6.12292e-09,3.86697e-09,3.27095e-08,5.18497e-10,2.3681e-10
21,158,54,1.96451e-10,7.5951e-10,1.26445e-09,8.7283e-10,1.89126e-09,6.13686e-10,4.13531e-10,1.85272e-08,8.82116e-10,2.91014e-10,6.16823e-09,7.70922e-10,1.43976e-10,4.48604e-10,6.55363e-10,3.93493e-06,6.90279e-08,1.5454e-09,2.39672e-10,3.1656e-10
193,196,212,3.02335e-07,8.54901e-10,8.71687e-10,3.43104e-09,1.96392e-10,8.38222e-10,9.30079e-09,6.54226e-10,9.42537e-10,5.78047e-07,2.9191e-09,1.35378e-09,1.02406e-09,1.49608e-09,4.4527e-08,3.19429e-10,7.14572e-10,2.56245e-10,1.64291e-08,2.19012e-10
122,90,42,3.88587e-10,1.98725e-09,8.23358e-10,1.08772e-09,2.6269e-08,2.13202e-09,1.7243e-09,1.84885e-09,3.6662e-08,3.29728e-10,1.55724e-08,2.54594e-10,4.44353e-10,3.25345e-09,9.03958e-10,9.0555e-09,2.45853e-09,1.43306e-09,6.96278e-10,5.69053e-09
106,3,209,5.16228e-10,1.31265e-10,5.72419e-09,8.36325e-09,1.21221e-09,2.71194e-07,4.16885e-10,9.30149e-10,1.18501e-09,3.15379e-10,8.15876e-10,3.02669e-10,1.00103e-08,9.33092e-09,2.97951e-10,3.9544e-10,2.80419e-10,6.56045e-09,1.86754e-09,4.23421e-10
44,138,9,1.53973e-10,1.03763e-09,5.74232e-10,4.80607e-10,3.69915e-09,4.97096e-10,4.17778e-10,3.25435e-09,1.2825e-09,1.91566e-10,4.27882e-09,3.06898e-10,1.27503e-10,4.45037e-10,4.71392e-10,3.89886e-07,1.00639e-08,9.65947e-10,1.98258e-10,5.75088e-10
177,57,62,5.6934e-10,1.34643e-09,5.59521e-10,9.87296e-10,9.53819e-09,3.2733e-09,3.02944e-09,6.56414e-10,2.28758e-06,3.29364e-10,4.846e-09,1.61062e-10,1.0404e-09,1.39481e-08,7.75243e-10,1.28137e-09,6.70039e-10,8.47113e-10,1.39044e-09,5.28725e-08
140,71,108,1.02086e-09,1.02252e-09,2.24547e-09,4.91536e-09,1.00963e-08,2.10748e-08,3.36254e-09,2.18404e-09,1.14757e-07,6.43456e-10,1.75936e-08,3.75965e-10,2.09815e-09,5.74785e-08,1.37415e-09,2.50949e-09,1.39724e-09,2.84117e-09,3.12084e-09,4.0499e-09
104,194,108,1.20284e-09,3.83857e-09,1.7282e-09,2.85096e-09,8.29755e-10,1.00204e-09,3.29949e-09,8.26285e-09,2.24677e-09,2.48058e-09,2.97461e-07,2.25388e-09,3.29624e-10,1.16195e-09,1.37314e-08,7.32921e-09,7.08458e-08,7.64919e-10,1.11056e-09,4.18616e-10
